"Ages","ple","event","type","sex","species","ctype","order","minAge"
13.1700000000001,0.435513301308608,0,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.2148933333334,0.431914017826719,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.22,0.42831473434483,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.27,0.42471545086294,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.3499999999999,0.421116167381051,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.3700000000001,0.417516883899162,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.3736399999999,0.413917600417272,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.3871466666666,0.410318316935383,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.4000000000001,0.406719033453494,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.4000000000001,0.403151322633726,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.4000000000001,0.399614907522904,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.47,0.396014773220896,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.47,0.392447072561248,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.5198633333334,0.388846640702888,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.52,0.385246208844528,1,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.52483,0.385246208844528,0,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
13.5249866666666,0.385246208844528,0,"Not contracepted","Female","Canis lupus","Surgical","Carnivora",4
