species,order,phylogeny,sex,type,yi,vi,obs_id,sex_type
Mephitis mephitis,Carnivora,Mephitis_mephitis,female,surgical,0.2837071508074772,0.009873534269170687,236,female_surgical
Mustela nigripes,Carnivora,Mustela_nigripes,female,surgical,-0.008304161485760962,0.0029380853314896066,237,female_surgical
Mustela putorius,Carnivora,Mustela_putorius,female,surgical,0.15742532503568948,0.0033017719230436808,238,female_surgical
Nasua nasua,Carnivora,Nasua_nasua,female,surgical,0.07323877058362721,0.02347970921313763,239,female_surgical
Oryctolagus cuniculus,Lagomorpha,Oryctolagus_cuniculus,female,surgical,0.31334959949624025,0.0037382106622243557,240,female_surgical
Panthera leo,Carnivora,Panthera_leo,female,surgical,0.017576911308003776,0.003010913929584422,241,female_surgical
Panthera pardus,Carnivora,Panthera_pardus,female,surgical,-0.08215895586415543,0.012333478846954089,242,female_surgical
Panthera tigris,Carnivora,Panthera_tigris,female,surgical,-0.0231408931278888,0.003621398001762365,243,female_surgical
Papio hamadryas,Primates,Papio_hamadryas,female,surgical,0.2550856843525982,0.003184611660093494,244,female_surgical
Procyon lotor,Carnivora,Procyon_lotor,female,surgical,0.11019111436618953,0.006353011218911129,245,female_surgical
Puma concolor,Carnivora,Puma_concolor,female,surgical,0.15788156337053513,0.0037750443242011897,246,female_surgical
Rattus norvegicus,Rodentia,Rattus_norvegicus,female,surgical,0.05966799239284692,0.007772925923424205,247,female_surgical
Saimiri sciureus,Primates,Saimiri_sciureus,female,surgical,0.1662240575306526,0.03793570299519948,248,female_surgical
Suricata suricatta,Carnivora,Suricata_suricatta,female,surgical,-0.11142858412822729,0.009392631936728044,249,female_surgical
Sus scrofa,Artiodactyla,Sus_scrofa,female,surgical,0.150692268196599,0.01222391662414668,250,female_surgical
Vulpes vulpes,Carnivora,Vulpes_vulpes,female,surgical,0.1643306254742351,0.026829353011057377,251,female_surgical
Giraffa camelopardalis,Artiodactyla,Giraffa_camelopardalis,male,immunological,0.2823255165067388,0.05657120247729063,252,male_immunological
Bison bison,Artiodactyla,Bison_bison,female,immunological,0.2056523856389047,0.02133573973202449,253,female_immunological
Giraffa camelopardalis,Artiodactyla,Giraffa_camelopardalis,female,immunological,0.1334385403565128,0.008841867446761383,254,female_immunological
